SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SINTEX, BE, 09-Jan-2023,3.5,3.45,3.45,3.45,3.45,3.45,3.45,293571,10.13,776, -, -
SIRCA, EQ, 09-Jan-2023,649.6,652.85,671.8,649.9,671,667.75,660.69,39835,263.19,4625,14942,37.51
SIS, EQ, 09-Jan-2023,384.25,386.2,386.2,378,379.9,379.25,381.76,55240,210.88,3605,32560,58.94
SITINET, EQ, 09-Jan-2023,1.65,1.65,1.7,1.65,1.65,1.7,1.68,1182924,19.91,639,802990,67.88
SIYSIL, EQ, 09-Jan-2023,513.55,519,534,505.8,515.8,513.4,517.98,45941,237.97,3976,17468,38.02
SJS, EQ, 09-Jan-2023,467.9,474,478.2,471.45,473.2,473.15,473.76,18758,88.87,1890,12246,65.28
SJVN, EQ, 09-Jan-2023,34.45,34.7,34.75,34.15,34.25,34.2,34.4,3084693,1061.06,14686,1574707,51.05
SKFINDIA, EQ, 09-Jan-2023,4593.4,4612.15,4687.4,4608,4631,4655.15,4644.7,36607,1700.28,5344,25054,68.44
SKIL, BE, 09-Jan-2023,3.1,3.2,3.25,2.95,3.15,3,3.03,99242,3,93, -, -
SKIPPER, EQ, 09-Jan-2023,118.3,120,122.5,118,119.8,120.05,120.18,183434,220.44,3049,81373,44.36
SKMEGGPROD, EQ, 09-Jan-2023,135.95,138.9,141.9,136.95,138.55,138.5,139.51,39035,54.46,704,23254,59.57
SKP, SM, 09-Jan-2023,195.35,195.35,200,192.6,200,200,196.42,17000,33.39,17,14000,82.35
SKYGOLD, EQ, 09-Jan-2023,224.9,235.4,237.5,222.75,227.5,227.4,228.34,89995,205.49,1422,57122,63.47
SMARTLINK, EQ, 09-Jan-2023,138.5,137.7,142,137.55,137.55,137.9,138.81,6228,8.65,253,3898,62.59
SMCGLOBAL, EQ, 09-Jan-2023,78,80.8,80.8,77.1,78.2,77.95,78.28,36109,28.27,461,18634,51.6
SMLISUZU, EQ, 09-Jan-2023,768.75,775,778,750,751,752.95,761.99,17054,129.95,1170,9137,53.58
SMLT, EQ, 09-Jan-2023,137.25,145,145,138.15,138.4,138.9,139.55,19376,27.04,943,9964,51.42
SMSLIFE, EQ, 09-Jan-2023,633.25,627,636.95,621.1,625.5,625.5,630.15,1287,8.11,128,888,69
SMSPHARMA, EQ, 09-Jan-2023,81.7,82.5,82.55,80.3,80.3,80.5,81.27,31368,25.49,663,17579,56.04
SNOWMAN, EQ, 09-Jan-2023,38.55,39.1,40.05,38.5,38.7,38.95,39.14,768801,300.89,3064,271021,35.25
SOBHA, EQ, 09-Jan-2023,585.05,600,600,587,592.45,592.75,593.29,163806,971.84,8465,46522,28.4
SOFTTECH, EQ, 09-Jan-2023,152.75,159.6,160.35,153.05,160.35,160.35,159.26,6717,10.7,213,5362,79.83
SOLARA, EQ, 09-Jan-2023,429.7,434.6,438,429.5,434,434.25,433.34,42207,182.9,3948,19217,45.53
SOLARINDS, EQ, 09-Jan-2023,4385.4,4414.7,4453.8,4358.6,4397,4384.2,4401.58,35782,1574.97,7945,16642,46.51
SOLEX, SM, 09-Jan-2023,321.45,336.95,336.95,333.05,333.05,333.05,335.48,1600,5.37,4,1200,75
SOMANYCERA, EQ, 09-Jan-2023,499.3,517.95,517.95,500.25,505.5,506,508.82,38905,197.96,3788,20529,52.77
SOMATEX, EQ, 09-Jan-2023,9.6,9.6,9.6,9.25,9.5,9.35,9.43,36103,3.4,128,28696,79.48
SOMICONVEY, EQ, 09-Jan-2023,41.25,41.5,42.5,41.05,42.45,42.05,41.74,3398,1.42,76,2743,80.72
SONACOMS, EQ, 09-Jan-2023,417.5,420,425.35,416.5,422.95,422.5,421.2,888013,3740.28,33317,586612,66.06
SONAMCLOCK, EQ, 09-Jan-2023,47.1,47.75,49.9,46.7,49.9,49.1,48.17,10276,4.95,285,5891,57.33
SONATSOFTW, EQ, 09-Jan-2023,587.55,589.95,593.9,580,582.55,582.95,585.34,139903,818.9,8611,71942,51.42
SONUINFRA, SM, 09-Jan-2023,38.3,38,38,38,38,38,38,3000,1.14,1,3000,100
SOTL, EQ, 09-Jan-2023,303.75,304,309,302,308,307.65,305.99,29148,89.19,1593,18026,61.84
SOUTHBANK, EQ, 09-Jan-2023,19.25,19.5,19.6,18.7,18.9,18.85,19.17,27923179,5353.01,23392,9371756,33.56
SOUTHWEST, EQ, 09-Jan-2023,119.35,121.9,122.35,116.05,116.05,116.6,119.97,46004,55.19,376,7861,17.09
SPAL, EQ, 09-Jan-2023,317.85,318.05,330.15,318.05,320.2,321.95,325.5,28399,92.44,1928,15655,55.13
SPANDANA, EQ, 09-Jan-2023,566.15,582,588.9,550,556.5,557.7,565.78,50834,287.61,3709,15658,30.8
SPARC, EQ, 09-Jan-2023,208.9,210.5,212.25,208.4,209.5,210,210.14,110422,232.04,3103,47253,42.79
SPCENET, BE, 09-Jan-2023,30.2,30.15,30.7,28.75,29.8,29.5,29.55,153051,45.23,543, -, -
SPECIALITY, EQ, 09-Jan-2023,247.25,248.8,253.05,239.55,242.7,242.3,246.22,397421,978.55,13677,126696,31.88
SPENCERS, EQ, 09-Jan-2023,64.1,64.5,65.2,64.1,64.25,64.2,64.54,55823,36.03,857,33685,60.34
SPENTEX, BZ, 09-Jan-2023,1.75,1.7,1.7,1.7,1.7,1.7,1.7,3910,0.07,7, -, -
SPIC, EQ, 09-Jan-2023,78.45,79.2,81,77.7,78.8,78.55,79.46,1224242,972.74,7445,560502,45.78
SPICEJET, EQ, 09-Jan-2023,37.8,37.8,38.1,37.35,37.4,37.45,37.66,1266764,477.07,4995,489113,38.61
SPLIL, EQ, 09-Jan-2023,75.8,76.9,78.3,75.4,75.4,75.7,76.55,82340,63.03,1387,40266,48.9
SPLPETRO, EQ, 09-Jan-2023,390.8,390.6,400,387.55,394.5,397,397.89,92913,369.69,3970,55626,59.87
SPMLINFRA, EQ, 09-Jan-2023,25.4,25.65,25.65,25.05,25.5,25.25,25.32,23597,5.98,230,14173,60.06
SPORTKING, EQ, 09-Jan-2023,714,724.65,731.9,697,700.1,701.8,710.11,22268,158.13,2237,11916,53.51
SPRL, SM, 09-Jan-2023,85,82.85,82.85,82.85,82.85,82.85,82.85,1600,1.33,1,1600,100
SPTL, EQ, 09-Jan-2023,2.9,2.95,2.95,2.8,2.85,2.85,2.88,2261029,65.05,1127,1508972,66.74
SPYL, BE, 09-Jan-2023,0.65,0.6,0.7,0.6,0.7,0.65,0.66,25816,0.17,24, -, -
SREEL, EQ, 09-Jan-2023,206.7,212.95,212.95,206.15,208.2,208.25,208.33,12043,25.09,531,8604,71.44
SREIBNPNCD, NU, 09-Jan-2023,185,175,185,175,185,185,184.73,377,0.7,3,367,97.35
SREIBNPNCD, Y8, 09-Jan-2023,400,408,410,395,395,395,408.22,192,0.78,10,119,61.98
SREINFRA, BE, 09-Jan-2023,3.5,3.35,3.35,3.35,3.35,3.35,3.35,52524,1.76,75, -, -
SRF, EQ, 09-Jan-2023,2238.65,2246.3,2256.6,2214.15,2232,2236.75,2233.9,468796,10472.44,42532,242446,51.72
SRHHYPOLTD, EQ, 09-Jan-2023,522.9,530.7,530.7,515,520.05,518.85,521.01,5691,29.65,664,3002,52.75
SRPL, EQ, 09-Jan-2023,69.8,72.25,72.25,68.6,68.6,69.3,70.02,63979,44.8,383,45029,70.38
SSINFRA, ST, 09-Jan-2023,7.4,7.75,7.75,7.75,7.75,7.75,7.75,6000,0.47,2,6000,100
SSWL, EQ, 09-Jan-2023,162.2,165,165,159,159.1,159.4,160.38,68922,110.53,2615,42060,61.03
STAMPEDE, BE, 09-Jan-2023,0.9,0.95,0.95,0.95,0.95,0.95,0.95,52250,0.5,25, -, -
STAR, EQ, 09-Jan-2023,351.65,360.2,360.2,348.45,353.7,352.95,352.81,182406,643.55,5466,41058,22.51
STARCEMENT, EQ, 09-Jan-2023,115.1,115.4,119,114.7,116,115.8,116.33,241461,280.88,3614,106868,44.26
STARHEALTH, EQ, 09-Jan-2023,585.75,586.95,596.4,585.95,587.8,589.15,590.6,74139,437.86,9549,37531,50.62
STARPAPER, EQ, 09-Jan-2023,186,186.25,188.35,182.2,184.55,183.55,185.54,24257,45.01,851,15075,62.15
STARTECK, EQ, 09-Jan-2023,136.85,136.85,137.6,132.5,132.5,133.7,136.84,10619,14.53,75,61,0.57
STCINDIA, EQ, 09-Jan-2023,90.3,91.3,92.25,90.5,91.05,91.55,91.64,20858,19.11,341,9929,47.6
STEELCAS, EQ, 09-Jan-2023,459.6,476.9,485.8,466.7,475.25,480,474.41,33209,157.55,3493,17724,53.37
STEELCITY, EQ, 09-Jan-2023,61.1,62.35,62.5,61,61,61.05,61.28,8171,5.01,126,4903,60
STEELXIND, EQ, 09-Jan-2023,14.55,14.65,15.25,14.4,15.25,15.25,15.19,4063025,617.26,2402,2678152,65.92
STEL, EQ, 09-Jan-2023,153.9,159.2,159.2,151.35,151.35,152.35,153.52,8483,13.02,247,5751,67.79
STERTOOLS, EQ, 09-Jan-2023,256.4,261.05,304.15,261.05,288.8,292.4,292.94,1265559,3707.31,23987,188138,14.87
STLTECH, EQ, 09-Jan-2023,168.9,171.65,174.3,169.15,170.6,170.75,171.49,401888,689.21,8979,197825,49.22
STOVEKRAFT, EQ, 09-Jan-2023,546,552.75,552.75,520,525,523.3,531.92,196022,1042.68,12112,116514,59.44
STYLAMIND, EQ, 09-Jan-2023,1108.45,1110.65,1122.85,1074.1,1085,1091.8,1095.23,19467,213.21,3303,9705,49.85
SUBEXLTD, EQ, 09-Jan-2023,35.65,35.95,37.25,34.8,35.1,35.1,36.01,9334155,3361.65,13376,2245763,24.06
SUBROS, EQ, 09-Jan-2023,309.6,306,318.95,305.4,308,309.45,313.04,23763,74.39,2204,8253,34.73
SUDARSCHEM, EQ, 09-Jan-2023,377.8,379.65,380.5,375.55,378.5,377.6,378.29,45291,171.33,2978,29466,65.06
SUKHJITS, EQ, 09-Jan-2023,445.05,440.35,450,431.1,445.2,441.2,441.42,4102,18.11,420,3124,76.16
SULA, EQ, 09-Jan-2023,322.05,323.95,328.8,320.5,327.5,326.3,323.16,235361,760.59,9690,131114,55.71
SUMEETINDS, BE, 09-Jan-2023,4,3.8,4.2,3.8,4.2,4.2,3.96,597922,23.66,550, -, -
SUMICHEM, EQ, 09-Jan-2023,492.85,495.3,496.95,478,482.6,481.4,485.84,390765,1898.48,8737,300554,76.91
SUMIT, BE, 09-Jan-2023,29.4,29.4,30.65,29.4,30,29.9,30.01,46811,14.05,149, -, -
SUMMITSEC, EQ, 09-Jan-2023,662.4,666.35,670.95,660,660,661.35,665.27,3943,26.23,286,2552,64.72
SUNCLAYLTD, EQ, 09-Jan-2023,4916.8,4941.35,4997,4940,4977,4956.65,4969.18,2018,100.28,840,931,46.13
SUNDARAM, EQ, 09-Jan-2023,2.7,2.75,2.8,2.6,2.7,2.7,2.7,1254581,33.85,570,788454,62.85
SUNDARMFIN, EQ, 09-Jan-2023,2326.75,2327,2365.5,2292.15,2345.15,2336.5,2328.22,12446,289.77,2994,5571,44.76
SUNDARMHLD, EQ, 09-Jan-2023,91.65,92.4,93.6,91.5,91.9,91.8,92.15,35102,32.35,620,21010,59.85
SUNDRMBRAK, EQ, 09-Jan-2023,323.75,326.2,329.65,324,324.05,324.9,325.82,159,0.52,35,113,71.07
SUNDRMFAST, EQ, 09-Jan-2023,991.1,992,1012,982,994.25,1001.2,995.19,75268,749.06,8892,30966,41.14
SUNFLAG, EQ, 09-Jan-2023,113,113.85,118.2,113.65,116,116.4,116.29,703411,817.96,5815,255105,36.27
SUNPHARMA, EQ, 09-Jan-2023,1008.7,1015,1023.35,1010.5,1016.15,1016.85,1017.09,1567316,15941.06,119261,1068973,68.2
SUNTECK, EQ, 09-Jan-2023,349.2,351.95,358,350.5,356,353.75,352.75,299844,1057.69,8264,107537,35.86
SUNTV, EQ, 09-Jan-2023,479.95,481,484,478.2,480.6,479.5,480.36,413271,1985.2,9582,227827,55.13
SUPERHOUSE, EQ, 09-Jan-2023,202.3,200.1,212.3,200.1,210,208.7,209.57,17903,37.52,620,9611,53.68
SUPERSPIN, EQ, 09-Jan-2023,8.35,8.45,8.8,8.2,8.4,8.4,8.43,66000,5.57,327,45961,69.64
SUPRAJIT, EQ, 09-Jan-2023,332.25,332.45,338.7,332.45,336,336.8,336.15,110802,372.46,3846,54034,48.77
SUPREMEENG, EQ, 09-Jan-2023,1.25,1.3,1.3,1.2,1.3,1.3,1.25,668900,8.38,317,354689,53.03
SUPREMEIND, EQ, 09-Jan-2023,2450.15,2538,2538,2400.1,2435.15,2470.05,2477.43,86302,2138.08,16262,32809,38.02
SUPREMEINF, EQ, 09-Jan-2023,26.05,26.95,27,24.75,24.75,25,25.54,22719,5.8,164,11474,50.5
SUPRIYA, EQ, 09-Jan-2023,235.75,239.3,239.3,235.15,236.05,237.35,237.5,67566,160.47,2973,29648,43.88
SURANASOL, EQ, 09-Jan-2023,22.7,23.75,23.75,22.7,22.75,22.8,23.03,30560,7.04,382,18832,61.62
SURANAT&P, EQ, 09-Jan-2023,11.8,12.3,12.3,11.6,11.65,11.75,11.87,61929,7.35,285,48516,78.34
SURANI, SM, 09-Jan-2023,24.3,25.5,25.5,25.5,25.5,25.5,25.5,4000,1.02,2,4000,100
SURYALAXMI, EQ, 09-Jan-2023,57.55,58.1,59.85,58.1,59.5,59.15,59.13,7663,4.53,249,3462,45.18
SURYAROSNI, EQ, 09-Jan-2023,551.35,562.4,574.3,551,562.8,564.15,565.12,443559,2506.66,12077,130567,29.44
SURYODAY, EQ, 09-Jan-2023,112.15,114,117.4,113.5,114,114.3,115.01,322064,370.42,3211,144241,44.79
SUTLEJTEX, EQ, 09-Jan-2023,61.7,62.8,62.95,60.6,60.6,60.9,61.7,80353,49.58,920,46747,58.18
SUULD, EQ, 09-Jan-2023,34.9,35,35.7,34,34.4,34.35,34.82,119770,41.7,1074,94019,78.5
SUVEN, EQ, 09-Jan-2023,64.55,65.2,65.5,64,64.25,64.2,64.64,134224,86.76,1142,80038,59.63
SUVENPHAR, EQ, 09-Jan-2023,492.9,495,496.45,491.3,495,494.1,494.68,128736,636.83,4657,88261,68.56
SUVIDHAA, EQ, 09-Jan-2023,5.1,5.05,5.2,5,5.15,5.1,5.09,43547,2.22,155,32385,74.37
SUZLON, EQ, 09-Jan-2023,10.2,10.35,10.55,10.2,10.25,10.2,10.34,88848012,9189.68,33254,25507230,28.71
SUZLONPP, E1, 09-Jan-2023,7.5,7.65,7.85,7.6,7.7,7.7,7.75,5637866,437,1557,3570191,63.33
SVPGLOB, EQ, 09-Jan-2023,29.85,29.55,32.95,29.55,31.45,31.7,30.12,1516225,456.62,1803,1350974,89.1
SWANENERGY, EQ, 09-Jan-2023,310.85,311.95,326.5,311.95,322,319.7,320.51,510966,1637.68,13528,125996,24.66
SWARAJ, SM, 09-Jan-2023,52.25,51.1,54.7,51.1,54.7,53.75,52.86,12000,6.34,6,10000,83.33
SWARAJENG, EQ, 09-Jan-2023,1584.5,1592.45,1598.85,1578.25,1594.8,1592.05,1591.9,3080,49.03,856,1650,53.57
SWASTIK, SM, 09-Jan-2023,97.6,97,102.95,96,102.9,101.6,99.41,52800,52.49,41,39600,75
SWELECTES, EQ, 09-Jan-2023,345.1,354.8,358,345.1,348.2,347.65,349.69,11219,39.23,973,6423,57.25
SWSOLAR, EQ, 09-Jan-2023,267.05,268.8,272.8,268.25,269.85,269.7,270.62,215829,584.09,5276,134142,62.15
SYMPHONY, EQ, 09-Jan-2023,967.15,979.1,997,973.7,991,990.35,985.37,69285,682.71,7186,29895,43.15
SYNCOMF, EQ, 09-Jan-2023,8.85,9,9,8.7,8.8,8.75,8.83,1652806,145.87,2807,704273,42.61
SYNGENE, EQ, 09-Jan-2023,596.1,598,602.4,591.65,595.2,601.05,600.42,301509,1810.33,12280,133058,44.13
SYRMA, EQ, 09-Jan-2023,270.15,272,275.5,270.3,272.8,274.05,273.02,141630,386.67,4689,54626,38.57
TAINWALCHM, EQ, 09-Jan-2023,145.4,147,151.2,132.2,135,135.3,143.46,221580,317.88,4641,88331,39.86
TAJGVK, EQ, 09-Jan-2023,204.05,208,208.7,202.15,203.55,204.35,205.6,60758,124.92,2574,19770,32.54
TAKE, EQ, 09-Jan-2023,23.25,23.6,23.8,23.1,23.25,23.25,23.45,198644,46.57,942,77250,38.89
TALBROAUTO, EQ, 09-Jan-2023,529.55,532.8,544.7,529,536.5,531.55,537.29,45346,243.64,4094,20940,46.18
TANLA, EQ, 09-Jan-2023,692.9,696.4,711.75,695.3,701,701.15,704.34,83721,589.68,5111,36400,43.48
TANTIACONS, BZ, 09-Jan-2023,12.3,12.7,12.7,11.8,12.15,12.5,12.38,13632,1.69,42, -, -
TARACHAND, SM, 09-Jan-2023,62.5,64.45,64.45,64.45,64.45,64.45,64.45,2000,1.29,1,2000,100
TARC, EQ, 09-Jan-2023,41.4,41.95,44.4,41.15,42.9,43.05,43.1,2268625,977.84,6563,1076404,47.45
TARMAT, EQ, 09-Jan-2023,55.9,57.4,57.4,54.9,55.45,55.2,55.67,7409,4.12,218,5088,68.67
TARSONS, EQ, 09-Jan-2023,684.6,688.05,699,681.15,689.85,686.85,691.85,29681,205.35,4196,16348,55.08
TASTYBITE, EQ, 09-Jan-2023,10274.05,10469.95,10469.95,10215,10400,10274.05,10319.51,313,32.3,201,188,60.06
TATACAPHSG, N6, 09-Jan-2023,1025,1020,1022,1020,1022,1022,1021.55,225,2.3,7,225,100
TATACAPHSG, N8, 09-Jan-2023,1049.79,1045,1045,1045,1045,1045,1045,10,0.1,1,10,100
TATACAPHSG, NA, 09-Jan-2023,1031,1035,1035,1031.05,1031.05,1031.05,1032.75,110,1.14,3,110,100
TATACHEM, EQ, 09-Jan-2023,948.3,950,960.9,947.5,958.45,958.3,955.07,653230,6238.83,31045,249347,38.17
TATACOFFEE, EQ, 09-Jan-2023,218.45,219.55,220,218.05,219.9,219.7,219.14,201341,441.22,3793,70785,35.16
TATACOMM, EQ, 09-Jan-2023,1326.6,1341.2,1353,1327.6,1348.05,1348.1,1341.59,502449,6740.83,28047,271089,53.95
TATACONSUM, EQ, 09-Jan-2023,761.35,765.2,768.8,761.1,767.5,766.95,765.02,729173,5578.32,40496,382804,52.5
TATAELXSI, EQ, 09-Jan-2023,6193.9,6270,6323.2,6206,6218,6232,6248.58,134158,8382.97,28183,52095,38.83
TATAINVEST, EQ, 09-Jan-2023,2093.3,2120,2145,2108,2124,2126.15,2130.94,21000,447.5,3814,10588,50.42
TATAMETALI, EQ, 09-Jan-2023,820.65,826,839.25,823.55,830,827.35,830.48,90052,747.86,3982,37842,42.02
TATAMOTORS, EQ, 09-Jan-2023,382,386.35,392.7,385,388.95,389.45,389.87,14693099,57284.45,167573,7169022,48.79
TATAMTRDVR, EQ, 09-Jan-2023,205.15,206.95,210.55,206.6,209.5,209.6,208.43,932668,1943.95,11779,378849,40.62
TATAPOWER, EQ, 09-Jan-2023,205.4,206.45,207.15,205.2,206.2,206.2,206.24,6631221,13676.47,70630,2908175,43.86
TATASTEEL, EQ, 09-Jan-2023,115.65,116.9,118.1,116.55,117.6,117.55,117.54,37763131,44386.29,184045,13017072,34.47
TATASTLLP, EQ, 09-Jan-2023,691.25,696,708.45,696,704.35,703.8,703.6,48275,339.66,2539,22470,46.55
TATVA, EQ, 09-Jan-2023,2080.8,2135,2135,2085,2134,2127.4,2108.73,3773,79.56,1366,1885,49.96
TBZ, EQ, 09-Jan-2023,79.1,80.5,81.25,80,80.1,80.45,80.67,140806,113.58,2021,77620,55.13
TCFSL, ND, 09-Jan-2023,1030.51,1038,1038,1035.2,1035.2,1035.2,1035.99,7,0.07,4,5,71.43
TCFSL, NF, 09-Jan-2023,1114.9,1113.25,1113.25,1110,1110,1110,1111.09,315,3.5,5,315,100
TCFSL, NJ, 09-Jan-2023,1041,1044.5,1050,1044.5,1050,1050,1044.61,48,0.5,2,48,100
TCFSL, NL, 09-Jan-2023,1066,1066,1068.5,1065,1066,1066,1067.29,689,7.35,11,689,100
TCFSL, NN, 09-Jan-2023,1174.49,1169,1169,1166.88,1166.88,1166.88,1168.9,526,6.15,5,508,96.58
TCI, EQ, 09-Jan-2023,608.7,609.1,618.2,600.85,606.9,604.15,606.81,27999,169.9,3479,13433,47.98
TCIEXP, EQ, 09-Jan-2023,1816,1810,1824,1794.05,1800,1812.85,1812.07,6874,124.56,2216,2999,43.63
TCIFINANCE, BE, 09-Jan-2023,3.8,3.65,3.95,3.65,3.7,3.65,3.66,6745,0.25,40, -, -
TCNSBRANDS, EQ, 09-Jan-2023,518.2,524,528.3,509.1,517.35,513.25,514.45,23045,118.55,1771,11800,51.2
TCPLPACK, EQ, 09-Jan-2023,1443.75,1469.9,1469.9,1430,1432,1433.5,1447.83,10430,151.01,3206,4132,39.62
TCS, EQ, 09-Jan-2023,3211.55,3229,3327,3221.15,3309,3319.95,3300.31,2885060,95216.06,173806,1472534,51.04
TDPOWERSYS, EQ, 09-Jan-2023,148.15,149.4,149.45,141.2,141.3,141.95,144.95,464778,673.71,8299,201843,43.43
TEAMLEASE, EQ, 09-Jan-2023,2459.8,2472.1,2517.2,2465.55,2502,2500.2,2493.51,4592,114.5,1904,1700,37.02
TECH, EQ, 09-Jan-2023,28.52,29.17,29.29,28.53,29.22,29.17,29.14,9921,2.89,162,2911,29.34
TECHIN, EQ, 09-Jan-2023,10.6,10.75,11.1,10.3,10.6,10.65,10.65,25684,2.73,101,6813,26.53
TECHM, EQ, 09-Jan-2023,986.15,997.95,1021,995.4,1013,1015.25,1014.21,2190779,22219.19,80823,685986,31.31
TECHNOE, EQ, 09-Jan-2023,363.5,369,376.8,364,368,369.15,370.34,194520,720.38,10541,100078,51.45
TEGA, EQ, 09-Jan-2023,579.4,584.95,589.55,566.6,579.8,575.65,578.97,21433,124.09,1693,9053,42.24
TEJASNET, EQ, 09-Jan-2023,582.35,585.3,608.75,585.25,604.7,604.2,600.19,371873,2231.96,11456,154357,41.51
TEMBO, EQ, 09-Jan-2023,133.4,135.7,139.5,128.25,139.5,138.1,135.11,123942,167.46,641,39668,32.01
TERASOFT, EQ, 09-Jan-2023,42.65,43.9,43.9,42.7,42.7,42.9,43.28,6028,2.61,172,2964,49.17
TEXINFRA, EQ, 09-Jan-2023,58.5,58.5,60.95,58.5,58.75,59.15,59.58,41462,24.7,491,20856,50.3
TEXMOPIPES, EQ, 09-Jan-2023,58.1,58.25,58.7,57.3,58,57.5,57.86,45074,26.08,766,25457,56.48
TEXRAIL, EQ, 09-Jan-2023,58.2,58.65,59.3,58,58,58.15,58.62,1125067,659.55,4755,447218,39.75
TFCILTD, EQ, 09-Jan-2023,82.6,83.2,93.3,83,89.65,89.6,89.62,8370193,7501.33,32911,2627095,31.39
TFL, EQ, 09-Jan-2023,9.75,10.2,10.2,9.5,9.7,9.7,9.75,11898,1.16,49,1650,13.87
TFLPP, E1, 09-Jan-2023,2.75,2.85,2.85,2.65,2.85,2.85,2.85,1242,0.04,8,1242,100
TGBHOTELS, EQ, 09-Jan-2023,12.1,12.4,12.4,11.75,12.15,12.2,12.16,17252,2.1,77,9703,56.24
THANGAMAYL, EQ, 09-Jan-2023,1074.2,1130,1132.75,1080,1105,1107.2,1102.51,20309,223.91,2961,3940,19.4
THEINVEST, EQ, 09-Jan-2023,90.5,91.95,91.95,90.1,90.85,90.75,90.41,712,0.64,41,519,72.89
THEJO, SM, 09-Jan-2023,1205,1205,1225,1205,1225,1225,1220.36,4800,58.58,21,4800,100
THEMISMED, EQ, 09-Jan-2023,1286.9,1309.05,1315,1290,1290,1290.5,1296.91,4659,60.42,663,3003,64.46
THERMAX, EQ, 09-Jan-2023,1963,1965,1979.9,1937.5,1960.25,1959.1,1955.86,28664,560.63,8957,18946,66.1
THOMASCOOK, EQ, 09-Jan-2023,72.05,72.45,74.5,72.3,74.1,73.95,73.77,435222,321.07,6079,233720,53.7
THOMASCOTT, BE, 09-Jan-2023,42.25,42.95,42.95,41.55,42.3,42.3,42.22,356,0.15,17, -, -
THYROCARE, EQ, 09-Jan-2023,588.8,590.15,594.4,570,571.9,572.1,578.2,281264,1626.27,13205,99996,35.55
TI, EQ, 09-Jan-2023,116.8,119.9,122.6,116.8,122.6,122.6,121.72,809983,985.95,4343,420583,51.92
TIDEWATER, EQ, 09-Jan-2023,998.8,997.2,1009.5,995,998,999.25,1000.47,32752,327.68,3536,15403,47.03
TIIL, EQ, 09-Jan-2023,907.35,908.05,929.8,908,917.5,917.35,921.26,25178,231.95,4054,15380,61.09
TIINDIA, EQ, 09-Jan-2023,2705.4,2720,2761.2,2709.6,2723.5,2730.3,2730.5,187598,5122.36,26865,118448,63.14
TIJARIA, BE, 09-Jan-2023,7.4,7.5,7.75,7.25,7.75,7.75,7.69,148278,11.41,182, -, -
TIL, BE, 09-Jan-2023,188.8,197,197,179.4,179.4,179.4,180.75,44342,80.15,266, -, -
TIMESCAN, SM, 09-Jan-2023,136.8,130,131,130,131,131,130.5,4000,5.22,2,2000,50
TIMESGTY, EQ, 09-Jan-2023,54.1,54.1,56.7,54.1,55.9,55.85,55.88,1524,0.85,65,1011,66.34
TIMETECHNO, EQ, 09-Jan-2023,93.25,93.35,94.2,92.2,92.3,92.5,93.21,506809,472.42,4264,156219,30.82
TIMKEN, EQ, 09-Jan-2023,3057.9,3100,3100,2974.5,2989,2984.25,3018.92,52661,1589.79,10638,24756,47.01
TINPLATE, EQ, 09-Jan-2023,342.25,344.65,349.8,344.65,345.75,346.55,347.42,139866,485.92,5677,71030,50.78
TIPSFILMS, EQ, 09-Jan-2023,446.7,446.65,491.35,441,480.1,482.45,485.98,45796,222.56,1757,23466,51.24
TIPSINDLTD, EQ, 09-Jan-2023,1726.1,1726.05,1733.95,1701.95,1710.15,1712.9,1713.3,4438,76.04,1300,2353,53.02
TIRUMALCHM, EQ, 09-Jan-2023,204.3,205.6,208.3,204.7,205.3,206.45,206.51,115674,238.88,2872,52726,45.58
TIRUPATI, SM, 09-Jan-2023,169,176,176,162,162,162,166.67,9000,15,2,9000,100
TIRUPATIFL, EQ, 09-Jan-2023,20.95,21.7,21.8,19.75,20.25,20,20.43,1319981,269.63,2506,631589,47.85
TITAN, EQ, 09-Jan-2023,2538.1,2529.95,2529.95,2467.8,2489.95,2484.65,2488.97,2324487,57855.73,165642,904718,38.92
TMB, EQ, 09-Jan-2023,479.6,487.3,487.3,479,479.55,480.45,482.25,54440,262.54,4566,31870,58.54
TNIDETF, EQ, 09-Jan-2023,54.38,54.21,55.17,54.21,54.8,55.04,54.98,4487,2.47,90,2897,64.56
TNPETRO, EQ, 09-Jan-2023,90.65,93.6,97,92.9,93.3,93.2,94.79,1498925,1420.84,9915,743782,49.62
TNPL, EQ, 09-Jan-2023,242.15,242.95,248.25,242.85,243.2,245.1,246.15,364099,896.24,10212,144668,39.73
TNTELE, BE, 09-Jan-2023,7.6,7.65,7.65,7.35,7.4,7.4,7.48,2833,0.21,54, -, -
TOKYOPLAST, EQ, 09-Jan-2023,96.4,100,107,97,104,102.6,103.47,70111,72.54,1262,28345,40.43
TORNTPHARM, EQ, 09-Jan-2023,1546.5,1548.5,1575,1544.1,1565.15,1561.5,1562.29,120962,1889.78,11383,71141,58.81
TORNTPOWER, EQ, 09-Jan-2023,480.95,482,488.2,481,482.8,486.8,484.43,138957,673.14,9884,53916,38.8
TOTAL, EQ, 09-Jan-2023,156.45,153,159.8,153,156.9,155.25,155.26,9196,14.28,264,5861,63.73
